msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
"Adds enigma2 settings and dreambox model informations like SN, rev... if enabled.",,'',,,SOLITARY,
Adds network configuration if enabled.,,'',,,SOLITARY,
Adds wlan configuration if enabled.,,'',,,SOLITARY,
Addtional Info,,'',,,SOLITARY,
Adjust 3D settings,,'',,,SOLITARY,
Adjust display scrolling and symbols,,'',,,SOLITARY,
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.",,'',,,SOLITARY,
Advanced Options,,'',,,SOLITARY,
Advanced Software,,'',,,SOLITARY,
Advanced Software Plugin,,'',,,SOLITARY,
Advanced Video Enhancement Setup,,'',,,SOLITARY,
Advanced Video Setup,,'',,,SOLITARY,
Advanced restore,,'',,,SOLITARY,
After event,,'',,,SOLITARY,
"After the start wizard is completed, you need to protect single services. Refer to your dreambox's manual on how to do that.",,'',,,SOLITARY,
Album,,'',,,SOLITARY,
Alias,,'',,,SOLITARY,
Alias:,,'',,,SOLITARY,
All,,'',,,SOLITARY,
All Satellites,,'',,,SOLITARY,
Allow Subtiles equals Audio mask,,'',,,SOLITARY,
Allow hearing impaired subtitles,,'',,,SOLITARY,
Alpha,,'',,,SOLITARY,
Alphanumeric,,'',,,SOLITARY,
Alternative radio mode,,'',,,SOLITARY,
Alternative services tuner priority,,'',,,SOLITARY,
Always ask,,'',,,SOLITARY,
Always ask before sending,,'',,,SOLITARY,
Always show bouquets,,'',,,SOLITARY,
An empty filename is illegal.,,'',,,SOLITARY,
An unknown error occured!,,'',,,SOLITARY,
Anonymize crashlog?,,'',,,SOLITARY,
April,,'',,,SOLITARY,
Are you sure you want to activate this network configuration?\n\n,,'',,,SOLITARY,
Are you sure you want to delete\nfollowing backup:\n,,'',,,SOLITARY,
Are you sure you want to delete all selected logs:\n,,'',,,SOLITARY,
Are you sure you want to delete this log:\n,,'',,,SOLITARY,
Are you sure you want to exit this wizard?,,'',,,SOLITARY,
Are you sure you want to reload the EPG data from:\n,,'',,,SOLITARY,
Are you sure you want to restart your network interfaces?\n\n,,'',,,SOLITARY,
Are you sure you want to restore\nfollowing backup:\n,,'',,,SOLITARY,
Are you sure you want to restore your Enigma2 backup?\nEnigma2 will restart after the restore,,'',,,SOLITARY,
Are you sure you want to save the EPG Cache to:\n,,'',,,SOLITARY,
Are you sure you want to send this log:\n,,'',,,SOLITARY,
Artist,,'',,,SOLITARY,
Ask before shutdown:,,'',,,SOLITARY,
Ask user,,'',,,SOLITARY,
Aspect Ratio,,'',,,SOLITARY,
Atheros,,'',,,SOLITARY,
Attach a file,,'',,,SOLITARY,
Audio,,'',,,SOLITARY,
Audio Options...,,'',,,SOLITARY,
Audio language selection 1,,'',,,SOLITARY,
Audio language selection 2,,'',,,SOLITARY,
Audio language selection 3,,'',,,SOLITARY,
Audio language selection 4,,'',,,SOLITARY,
August,,'',,,SOLITARY,
Author: ,,'',,,SOLITARY,
Authoring mode,,'',,,SOLITARY,
Auto,,'',,,SOLITARY,
Auto Language Selection,,'',,,SOLITARY,
Auto chapter split every ? minutes (0=never),,'',,,SOLITARY,
Auto flesh,,'',,,SOLITARY,
Auto scart switching,,'',,,SOLITARY,
AutoTimer,,'',,,SOLITARY,
Automatic,,'',,,SOLITARY,
Automatic Scan,,'',,,SOLITARY,
Automatically update Client/Server View?,,'',,,SOLITARY,
Autostart,,'',,,SOLITARY,
Autostart Disabled.,,'',,,SOLITARY,
Autostart Enabled.,,'',,,SOLITARY,
Autostart:,,'',,,SOLITARY,
Available format variables,,'',,,SOLITARY,
Available shares:,,'',,,SOLITARY,
B,,'',,,SOLITARY,
BA,,'',,,SOLITARY,
BB,,'',,,SOLITARY,
BER,,'',,,SOLITARY,
BER:,,'',,,SOLITARY,
Back,,'',,,SOLITARY,
Background,,'',,,SOLITARY,
Background delete option,,'',,,SOLITARY,
Background delete speed,,'',,,SOLITARY,
Backup,,'',,,SOLITARY,
Backup Location,,'',,,SOLITARY,
Backup Mode,,'',,,SOLITARY,
Backup done.,,'',,,SOLITARY,
Backup failed.,,'',,,SOLITARY,
Backup is running...,,'',,,SOLITARY,
Backup system settings,,'',,,SOLITARY,
Band,,'',,,SOLITARY,
Bandwidth,,'',,,SOLITARY,
Begin time,,'',,,SOLITARY,
Behavior of 'pause' when paused,,'',,,SOLITARY,
Behavior of 0 key in PiP-mode,,'',,,SOLITARY,
Behavior when a movie is started,,'',,,SOLITARY,
Behavior when a movie is stopped,,'',,,SOLITARY,
Behavior when a movie reaches the end,,'',,,SOLITARY,
Bitrate:,,'',,,SOLITARY,
Black screen,,'',,,SOLITARY,
Black screen till locked,,'',,,SOLITARY,
Blindscan,,'',,,SOLITARY,
Block noise reduction,,'',,,SOLITARY,
Blue boost,,'',,,SOLITARY,
Bookmarks,,'',,,SOLITARY,
Bouquet List,,'',,,SOLITARY,
Brightness,,'',,,SOLITARY,
Build:,,'',,,SOLITARY,
Burn DVD,,'',,,SOLITARY,
Burn existing image to DVD,,'',,,SOLITARY,
Burn to DVD,,'',,,SOLITARY,
Bus: ,,'',,,SOLITARY,
Button Setup,,'',,,SOLITARY,
By AAF Team,,'',,,SOLITARY,
"By pressing the OK Button on your remote control, the info bar is being displayed.",,'',,,SOLITARY,
C,,'',,,SOLITARY,
C-Band,,'',,,SOLITARY,
CAID,,'',,,SOLITARY,
CCcam Info,,'',,,SOLITARY,
CCcam Info %s\nby AliAbdul %s\n\nThis plugin shows you the status of your CCcam.,,'',,,SOLITARY,
CF Drive,,'',,,SOLITARY,
CI assignment,,'',,,SOLITARY,
CVBS,,'',,,SOLITARY,
CaID: ,,'',,,SOLITARY,
Cable,,'',,,SOLITARY,
Cable Scan,,'',,,SOLITARY,
Cache Thumbnails,,'',,,SOLITARY,
Cancel,,'',,,SOLITARY,
Cannot move files on a different disk or system to the trash can,,'',,,SOLITARY,
Cannot move to trash can,,'',,,SOLITARY,
Capacity: ,,'',,,SOLITARY,
Card infos (CCcam-Reader),,'',,,SOLITARY,
Cards:,,'',,,SOLITARY,
Cards: ,,'',,,SOLITARY,
Cards: 0,,'',,,SOLITARY,
Cardserial,,'',,,SOLITARY,
Centered DVB subtitles,,'',,,SOLITARY,
Change bouquets in quickzap,,'',,,SOLITARY,
Change pin code,,'',,,SOLITARY,
Change service PIN,,'',,,SOLITARY,
Change service PINs,,'',,,SOLITARY,
Change setup PIN,,'',,,SOLITARY,
Change step size,,'',,,SOLITARY,
Changelog,,'',,,SOLITARY,
Channel,,'',,,SOLITARY,
Channel +/- button mode,,'',,,SOLITARY,
Channel 1 at Start,,'',,,SOLITARY,
Channel Info,,'',,,SOLITARY,
Channel List,,'',,,SOLITARY,
Channel Selection,,'',,,SOLITARY,
Channel list preview mode,,'',,,SOLITARY,
Channel list service mode,,'',,,SOLITARY,
Channel not in services list,,'',,,SOLITARY,
Channel:,,'',,,SOLITARY,
Channellist menu,,'',,,SOLITARY,
Chap.,,'',,,SOLITARY,
Chapter,,'',,,SOLITARY,
Chapter:,,'',,,SOLITARY,
Check,,'',,,SOLITARY,
Checking Filesystem...,,'',,,SOLITARY,
Checking Version...,,'',,,SOLITARY,
Choose Tuner,,'',,,SOLITARY,
Choose a wireless network,,'',,,SOLITARY,
Choose backup files,,'',,,SOLITARY,
Choose backup location,,'',,,SOLITARY,
Choose bouquet,,'',,,SOLITARY,
Choose image to download,,'',,,SOLITARY,
Choose target folder,,'',,,SOLITARY,
Choose upgrade source,,'',,,SOLITARY,
Choose your Skin,,'',,,SOLITARY,
Circular left,,'',,,SOLITARY,
Circular right,,'',,,SOLITARY,
Cleanup,,'',,,SOLITARY,
Cleanup Wizard,,'',,,SOLITARY,
Cleanup Wizard settings,,'',,,SOLITARY,
CleanupWizard,,'',,,SOLITARY,
Clear before scan,,'',,,SOLITARY,
Clear log,,'',,,SOLITARY,
Clients,,'',,,SOLITARY,
Close,,'',,,SOLITARY,
Close title selection,,'',,,SOLITARY,
Code rate high,,'',,,SOLITARY,
Code rate low,,'',,,SOLITARY,
CodeRateHP,,'',,,SOLITARY,
CodeRateLP,,'',,,SOLITARY,
Coderate HP,,'',,,SOLITARY,
Coderate LP,,'',,,SOLITARY,
Collection name,,'',,,SOLITARY,
Collection settings,,'',,,SOLITARY,
Color Format,,'',,,SOLITARY,
Command execution...,,'',,,SOLITARY,
Command order,,'',,,SOLITARY,
Committed DiSEqC command,,'',,,SOLITARY,
Common Interface,,'',,,SOLITARY,
Common Interface Assignment,,'',,,SOLITARY,
CommonInterface,,'',,,SOLITARY,
Communication,,'',,,SOLITARY,
Complete,,'',,,SOLITARY,
Complex (allows mixing audio tracks and aspects),,'',,,SOLITARY,
Composition of the recording filenames,,'',,,SOLITARY,
Configfile %s saved.,,'',,,SOLITARY,
Configuration Mode,,'',,,SOLITARY,
Configure interface,,'',,,SOLITARY,
Configure nameservers,,'',,,SOLITARY,
Configure your internal LAN,,'',,,SOLITARY,
Configure your network again,,'',,,SOLITARY,
"Configure your network settings, and press OK to start the scan",,'',,,SOLITARY,
Configure your wireless LAN again,,'',,,SOLITARY,
Configuring,,'',,,SOLITARY,
Conflicting timer,,'',,,SOLITARY,
Connect,,'',,,SOLITARY,
Connect to a Wireless Network,,'',,,SOLITARY,
Connected clients,,'',,,SOLITARY,
Connected to,,'',,,SOLITARY,
Connected!,,'',,,SOLITARY,
Connected: ,,'',,,SOLITARY,
Constellation,,'',,,SOLITARY,
Content,,'',,,SOLITARY,
Content does not fit on DVD!,,'',,,SOLITARY,
Continue,,'',,,SOLITARY,
Continue in background,,'',,,SOLITARY,
Continue playing,,'',,,SOLITARY,
Continues,,'',,,SOLITARY,
Contrast,,'',,,SOLITARY,
Convert ext3 to ext4,,'',,,SOLITARY,
Convert ext3 to ext4...,,'',,,SOLITARY,
Convert filesystem ext3 to ext4,,'',,,SOLITARY,
Cool TV Guide,,'',,,SOLITARY,
Copy,,'',,,SOLITARY,
Could not activate Permanent-Timeshift!\nTimeshift-Path does not exist,,'',,,SOLITARY,
Could not connect to Dreambox .NFI Image Feed Server:,,'',,,SOLITARY,
Could not load Medium! No disc inserted?,,'',,,SOLITARY,
Could not open Picture in Picture,,'',,,SOLITARY,
Could not open the file %s!,,'',,,SOLITARY,
Could not save configfile %s!,,'',,,SOLITARY,
Couldn't record due to conflicting timer %s,,'',,,SOLITARY,
Crash Logs,,'',,,SOLITARY,
Crashlog settings,,'',,,SOLITARY,
CrashlogAutoSubmit,,'',,,SOLITARY,
CrashlogAutoSubmit settings,,'',,,SOLITARY,
CrashlogAutoSubmit settings...,,'',,,SOLITARY,
Crashlogs found!\nSend them to Dream Multimedia?,,'',,,SOLITARY,
Create DVD-ISO,,'',,,SOLITARY,
Create Filesystem,,'',,,SOLITARY,
Create Partition,,'',,,SOLITARY,
Create more detailed crash log,,'',,,SOLITARY,
Create movie directory,,'',,,SOLITARY,
Create movie folder failed,,'',,,SOLITARY,
Creating AP and SC Files,,'',,,SOLITARY,
Creating Hardlink to Timeshift file failed!,,'',,,SOLITARY,
Creating directory %s failed.,,'',,,SOLITARY,
Creating partition failed,,'',,,SOLITARY,
Current Event:,,'',,,SOLITARY,
Current Status:,,'',,,SOLITARY,
Current Transponder,,'',,,SOLITARY,
Current device: ,,'',,,SOLITARY,
Current settings:,,'',,,SOLITARY,
Current time,,'',,,SOLITARY,
Current value: ,,'',,,SOLITARY,
Current version:,,'',,,SOLITARY,
Currently installed image,,'',,,SOLITARY,
Custom skip time for '1'/'3'-keys,,'',,,SOLITARY,
Custom skip time for '4'/'6'-keys,,'',,,SOLITARY,
Custom skip time for '7'/'9'-keys,,'',,,SOLITARY,
Custom text alignment,,'',,,SOLITARY,
Custom text position,,'',,,SOLITARY,
Customize,,'',,,SOLITARY,
Cut,,'',,,SOLITARY,
Cutlist editor...,,'',,,SOLITARY,
D,,'',,,SOLITARY,
DHCP,,'',,,SOLITARY,
DUAL LAYER DVD,,'',,,SOLITARY,
DVB subtitle black transparency,,'',,,SOLITARY,
DVB-S,,'',,,SOLITARY,
DVB-S2,,'',,,SOLITARY,
DVD File Browser,,'',,,SOLITARY,
DVD Player,,'',,,SOLITARY,
DVD Titlelist,,'',,,SOLITARY,
DVD media toolbox,,'',,,SOLITARY,
Daily,,'',,,SOLITARY,
Date,,'',,,SOLITARY,
Debug Log location,,'',,,SOLITARY,
Debug Logs,,'',,,SOLITARY,
December,,'',,,SOLITARY,
Decide if you want to enable or disable the Cleanup Wizard.,,'',,,SOLITARY,
Decide what should be done when crashlogs are found.,,'',,,SOLITARY,
Decide what should happen to the crashlogs after submission.,,'',,,SOLITARY,
Deep Standby,,'',,,SOLITARY,
Default,,'',,,SOLITARY,
Default Settings,,'',,,SOLITARY,
Default movie location,,'',,,SOLITARY,
Delay,,'',,,SOLITARY,
Delete,,'',,,SOLITARY,
Delete %s?,,'',,,SOLITARY,
Delete Confirmation,,'',,,SOLITARY,
Delete crashlogs,,'',,,SOLITARY,
Delete entry,,'',,,SOLITARY,
Delete failed!,,'',,,SOLITARY,
Delete no more configured satellite\n%s?,,'',,,SOLITARY,
Deleted %s!,,'',,,SOLITARY,
Deleted items,,'',,,SOLITARY,
Depth,,'',,,SOLITARY,
Description,,'',,,SOLITARY,
Deselect,,'',,,SOLITARY,
Details for plugin: ,,'',,,SOLITARY,
Detected Devices:,,'',,,SOLITARY,
Detected NIMs:,,'',,,SOLITARY,
Device Setup,,'',,,SOLITARY,
DiSEqC,,'',,,SOLITARY,
DiSEqC A/B,,'',,,SOLITARY,
DiSEqC A/B/C/D,,'',,,SOLITARY,
DiSEqC mode,,'',,,SOLITARY,
DiSEqC repeats,,'',,,SOLITARY,
DiSEqC-Tester settings,,'',,,SOLITARY,
Dialing:,,'',,,SOLITARY,
Digital contour removal,,'',,,SOLITARY,
Digital downmix,,'',,,SOLITARY,
Direct playback of linked titles without menu,,'',,,SOLITARY,
Directory,,'',,,SOLITARY,
Directory %s nonexistent.,,'',,,SOLITARY,
Directory browser,,'',,,SOLITARY,
Disable,,'',,,SOLITARY,
Disable Picture in Picture,,'',,,SOLITARY,
Disable background scanning,,'',,,SOLITARY,
Disable crashlog reporting,,'',,,SOLITARY,
Disable timer,,'',,,SOLITARY,
Disabled,,'',,,SOLITARY,
Disconnect,,'',,,SOLITARY,
Dish,,'',,,SOLITARY,
Disk space to reserve for recordings (in GB),,'',,,SOLITARY,
Display 16:9 content as,,'',,,SOLITARY,
Display 4:3 content as,,'',,,SOLITARY,
Display >16:9 content as,,'',,,SOLITARY,
Display Setup,,'',,,SOLITARY,
Display and Userinterface,,'',,,SOLITARY,
"Do you really want to REMOVE\nthe plugin \""%s\""?",,'',,,SOLITARY,
Do you really want to check the filesystem?\nThis could take lots of time!,,'',,,SOLITARY,
Do you really want to convert the filesystem?\nYou cannot go back!,,'',,,SOLITARY,
Do you really want to delete %s?,,'',,,SOLITARY,
"Do you really want to download\nthe plugin \""%s\""?",,'',,,SOLITARY,
Do you really want to exit?,,'',,,SOLITARY,
Do you really want to initialize the device?\nAll data on the disk will be lost!,,'',,,SOLITARY,
Do you really want to remove directory %s from the disk?,,'',,,SOLITARY,
Do you really want to remove your bookmark of %s?,,'',,,SOLITARY,
Do you want to add any additional infomation ?,,'',,,SOLITARY,
Do you want to attach a text file to explain the log ?\n(choose 'No' to type message using virtual keyboard.),,'',,,SOLITARY,
"Do you want to backup now?\nAfter pressing OK, please wait!",,'',,,SOLITARY,
Do you want to burn this collection to DVD medium?,,'',,,SOLITARY,
Do you want to delete all selected files:\n(choose 'No' to only delete the currently selected file.),,'',,,SOLITARY,
Do you want to do a service scan?,,'',,,SOLITARY,
Do you want to do another manual service scan?,,'',,,SOLITARY,
Do you want to download the image to %s ?,,'',,,SOLITARY,
Do you want to enable the parental control feature on your dreambox?,,'',,,SOLITARY,
Do you want to install the package:\n,,'',,,SOLITARY,
Do you want to play DVD in drive?,,'',,,SOLITARY,
Do you want to preview this DVD before burning?,,'',,,SOLITARY,
Do you want to reboot your Dreambox?,,'',,,SOLITARY,
Do you want to remove the package:\n,,'',,,SOLITARY,
Do you want to restore your settings?,,'',,,SOLITARY,
Do you want to resume this playback?,,'',,,SOLITARY,
Do you want to send all selected files:\n(choose 'No' to only send the currently selected file.),,'',,,SOLITARY,
Do you want to submit your email address and name so that we can contact you if needed?,,'',,,SOLITARY,
Do you want to update your Dreambox?,,'',,,SOLITARY,
"Do you want to update your Dreambox?\nAfter pressing OK, please wait!",,'',,,SOLITARY,
Do you want to upgrade the package:\n,,'',,,SOLITARY,
Do you want to upgrade?,,'',,,SOLITARY,
Do you want to view a tutorial?,,'',,,SOLITARY,
"Don't ask, just send",,'',,,SOLITARY,
Don't save,,'',,,SOLITARY,
Don't save Timeshift as Movie,,'',,,SOLITARY,
Don't stop current event but disable coming events,,'',,,SOLITARY,
Done - Installed or upgraded %d packages,,'',,,SOLITARY,
"Done - Installed, upgraded or removed %d packages with %d errors",,'',,,SOLITARY,
Download,,'',,,SOLITARY,
Download %s from Server,,'',,,SOLITARY,
Download .NFI-Files for USB-Flasher,,'',,,SOLITARY,
Download Plugins,,'',,,SOLITARY,
Downloadable new plugins,,'',,,SOLITARY,
Downloadable plugins,,'',,,SOLITARY,
Downloaded ,,'',,,SOLITARY,
Downloading,,'',,,SOLITARY,
Downloading file...,,'',,,SOLITARY,
Downloading plugin information. Please wait...,,'',,,SOLITARY,
Downloading...,,'',,,SOLITARY,
Dreambox format data DVD (HDTV compatible),,'',,,SOLITARY,
Dreambox software because updates are available.,,'',,,SOLITARY,
Dynamic contrast,,'',,,SOLITARY,
E,,'',,,SOLITARY,
ECM Statistics,,'',,,SOLITARY,
ECM Time,,'',,,SOLITARY,
ECM avg,,'',,,SOLITARY,
ECM last,,'',,,SOLITARY,
ECM-Time,,'',,,SOLITARY,
EPG,,'',,,SOLITARY,
EPG Search,,'',,,SOLITARY,
EPG Selection,,'',,,SOLITARY,
EPG Setup,,'',,,SOLITARY,
EPG buton mode,,'',,,SOLITARY,
EPG filename,,'',,,SOLITARY,
EPG location,,'',,,SOLITARY,
EPGSearch,,'',,,SOLITARY,
ERROR - failed to scan (%s)!,,'',,,SOLITARY,
East,,'',,,SOLITARY,
Ecm:,,'',,,SOLITARY,
Edit,,'',,,SOLITARY,
Edit DNS,,'',,,SOLITARY,
Edit Title,,'',,,SOLITARY,
Edit bouquets list,,'',,,SOLITARY,
Edit chapters of current title,,'',,,SOLITARY,
Edit services list,,'',,,SOLITARY,
Edit settings,,'',,,SOLITARY,
Edit the Nameserver configuration of your Dreambox.\n,,'',,,SOLITARY,
Edit the network configuration of your Dreambox.\n,,'',,,SOLITARY,
Edit title,,'',,,SOLITARY,
Edit upgrade source url.,,'',,,SOLITARY,
Electronic Program Guide,,'',,,SOLITARY,
Enable,,'',,,SOLITARY,
Enable 5V for active antenna,,'',,,SOLITARY,
Enable Cleanup Wizard?,,'',,,SOLITARY,
Enable Debug log,,'',,,SOLITARY,
Enable EIT EPG,,'',,,SOLITARY,
Enable MHW EPG,,'',,,SOLITARY,
Enable Netmed EPG,,'',,,SOLITARY,
Enable Picon,,'',,,SOLITARY,
Enable ViaSat EPG,,'',,,SOLITARY,
Enable freesat EPG,,'',,,SOLITARY,
Enable multiple bouquets,,'',,,SOLITARY,
Enable panic button,,'',,,SOLITARY,
Enable parental control,,'',,,SOLITARY,
Enable teletext caching,,'',,,SOLITARY,
Enable timer,,'',,,SOLITARY,
Enabled,,'',,,SOLITARY,
Encrypted: ,,'',,,SOLITARY,
Encryption,,'',,,SOLITARY,
Encryption Key,,'',,,SOLITARY,
Encryption Keytype,,'',,,SOLITARY,
Encryption Type,,'',,,SOLITARY,
Encryption:,,'',,,SOLITARY,
End time,,'',,,SOLITARY,
EndTime,,'',,,SOLITARY,
Enigma2 Skinselector\n\nIf you experience any problems please contact\nstephan@reichholf.net\n\n© 2006 - Stephan Reichholf,,'',,,SOLITARY,
Enter main menu...,,'',,,SOLITARY,
Enter pin code,,'',,,SOLITARY,
Enter the service pin,,'',,,SOLITARY,
Enter your email address so that we can contact you if needed.,,'',,,SOLITARY,
Entitlements,,'',,,SOLITARY,
Error,,'',,,SOLITARY,
Error code,,'',,,SOLITARY,
Error executing plugin,,'',,,SOLITARY,
Error reading webpage!,,'',,,SOLITARY,
Error:\n%s,,'',,,SOLITARY,
Error: %s\nRetry?,,'',,,SOLITARY,
Event Fontsize,,'',,,SOLITARY,
Eventview,,'',,,SOLITARY,
Eventview menu,,'',,,SOLITARY,
Everything is fine,,'',,,SOLITARY,
Everywhere,,'',,,SOLITARY,
Exceeds dual layer medium!,,'',,,SOLITARY,
Execution Progress:,,'',,,SOLITARY,
Execution finished!!,,'',,,SOLITARY,
Exif,,'',,,SOLITARY,
Exit,,'',,,SOLITARY,
Exit editor,,'',,,SOLITARY,
Exit input device selection.,,'',,,SOLITARY,
Exit network wizard,,'',,,SOLITARY,
Exit the cleanup wizard,,'',,,SOLITARY,
Exit the wizard,,'',,,SOLITARY,
Exit wizard,,'',,,SOLITARY,
Experimental,,'',,,SOLITARY,
Expert,,'',,,SOLITARY,
Extended Networksetup Plugin...,,'',,,SOLITARY,
Extended Setup...,,'',,,SOLITARY,
Extended Shares,,'',,,SOLITARY,
Extended Software,,'',,,SOLITARY,
Extended Software Plugin,,'',,,SOLITARY,
Extensions,,'',,,SOLITARY,
Extensions management,,'',,,SOLITARY,
FEC,,'',,,SOLITARY,
